M,S,1,49
L,B,111586,9543,23
L,B,111587,9545,32
L,S,111588,9551,34
C,108190
L,S,111590,9536,48
L,S,111591,9540,24
L,S,111592,9538,48
M,B,111593,43
L,B,111594,9539,4
L,B,111595,9543,3
L,B,111596,9535,35
L,S,111597,9547,4
L,S,111598,9544,34
C,108943
L,B,111600,9544,18
M,B,111601,21
C,108053
L,B,111603,9537,37
L,B,111604,9550,35
L,S,111605,9547,37
L,B,111606,9537,24
C,109183
L,S,111608,9552,42
L,B,111609,9532,40
L,B,111610,9555,7
L,S,111611,9549,33
L,S,111612,9561,2
L,B,111613,9549,11
L,S,111614,9546,9
L,S,111615,9543,4
C,111506
L,S,111617,9549,43
C,110895
L,B,111619,9549,31
M,B,111620,27
L,S,111621,9526,42
L,S,111622,9549,42
L,B,111623,9539,3
L,B,111624,9549,31
L,S,111625,9532,2
M,B,111626,35
L,S,111627,9550,37
L,B,111628,9546,36
L,B,111629,9550,12
C,108283
L,B,111631,9545,48
L,B,111632,9543,29
L,B,111633,9541,43
L,S,111634,9544,24
C,110434
C,108519
M,S,111637,49
L,B,111638,9545,30
L,B,111639,9537,50
L,S,111640,9539,48
L,S,111641,9554,26
L,S,111642,9557,18
L,B,111643,9561,22
L,S,111644,9543,27
C,107294
L,B,111646,9538,19
L,S,111647,9545,47
M,B,111648,37
M,S,111649,58
L,B,111650,9537,10
L,B,111651,9535,27
L,S,111652,9535,28
C,106811
L,S,111654,9529,14
L,B,111655,9550,26
C,110431
L,S,111657,9540,20
L,S,111658,9532,12
L,B,111659,9545,17
L,S,111660,9527,6
L,B,111661,9537,20
L,B,111662,9534,10
L,B,111663,9547,40
L,B,111664,9535,12
C,111288
L,B,111666,9535,18
L,B,111667,9547,12
L,B,111668,9545,26
C,107608
L,B,111670,9533,23
M,B,111671,23
L,B,111672,9537,8
L,B,111673,9538,22
L,B,111674,9531,3
L,S,111675,9530,37
L,S,111676,9528,15
L,B,111677,9533,32
L,B,111678,9546,35
L,B,111679,9548,26
L,S,111680,9550,35
L,S,111681,9527,16
L,B,111682,9555,14
L,B,111683,9538,3
L,S,111684,9546,40
L,S,111685,9551,25
L,S,111686,9547,14
L,B,111687,9543,11
L,B,111688,9557,44
L,B,111689,9533,22
L,S,111690,9539,16
L,B,111691,9533,45
L,S,111692,9533,37
L,B,111693,9543,27
C,108543
L,S,111695,9536,21
L,S,111696,9549,39
L,S,111697,9557,12
L,S,111698,9536,48
L,S,111699,9551,2
L,S,111700,9535,41
L,B,111701,9542,3
M,S,111702,58
L,S,111703,9540,11
L,B,111704,9541,15
L,S,111705,9557,6
L,B,111706,9543,4
C,107680
L,S,111708,9552,6
L,B,111709,9543,5
M,B,111710,48
C,111346
L,B,111712,9544,49
L,B,111713,9548,15
L,B,111714,9547,9
L,S,111715,9528,25
L,S,111716,9541,11
L,S,111717,9544,19
L,S,111718,9542,42
L,B,111719,9543,10
L,S,111720,9546,31
C,107792
C,108301
L,B,111723,9540,1
L,B,111724,9527,4
L,S,111725,9533,28
L,B,111726,9538,18
L,S,111727,9540,10
C,111147
L,S,111729,9548,14
C,107026
L,B,111731,9549,45
L,B,111732,9531,14
L,B,111733,9540,26
L,B,111734,9543,17
L,S,111735,9537,29
L,B,111736,9522,5
M,B,111737,37
L,B,111738,9542,34
L,S,111739,9541,42
L,S,111740,9535,28
L,B,111741,9528,8
L,S,111742,9542,30
L,B,111743,9544,16
L,B,111744,9527,19
L,S,111745,9544,29
L,S,111746,9538,37
L,S,111747,9528,33
L,S,111748,9528,12
L,B,111749,9531,16
C,106753
M,B,111751,23
C,109710
L,B,111753,9535,3
L,B,111754,9541,26
C,111706
L,B,111756,9535,25
L,S,111757,9539,46
L,B,111758,9546,16
L,S,111759,9535,25
C,107670
L,S,111761,9535,49
L,B,111762,9527,43
L,B,111763,9551,17
C,107989
L,B,111765,9535,49
L,S,111766,9539,35
L,B,111767,9541,10
L,S,111768,9535,7
L,B,111769,9533,49
L,S,111770,9537,9
L,S,111771,9541,47
L,S,111772,9537,1
L,B,111773,9537,17
C,108067
L,B,111775,9547,41
L,S,111776,9552,7
L,S,111777,9528,8
M,S,111778,19
L,B,111779,9528,9
C,110424
L,B,111781,9524,4
L,S,111782,9530,7
L,B,111783,9532,11
M,S,111784,37
L,S,111785,9536,48
L,B,111786,9538,14
M,S,111787,37
L,S,111788,9545,12
L,B,111789,9547,21
C,109896
C,106928
C,108118
L,S,111793,9538,16
L,S,111794,9541,42
L,B,111795,9535,16
L,B,111796,9536,14
L,B,111797,9549,19
M,S,111798,49
L,B,111799,9535,7
L,S,111800,9539,10
L,S,111801,9548,22
L,B,111802,9544,5
L,B,111803,9540,12
C,110266
L,S,111805,9534,28
L,S,111806,9553,43
L,S,111807,9552,44
L,B,111808,9546,16
L,B,111809,9539,44
C,107076
L,B,111811,9543,9
M,S,111812,25
L,S,111813,9548,32
L,B,111814,9539,20
L,B,111815,9552,19
L,B,111816,9539,14
L,B,111817,9534,47
C,109046
L,S,111819,9540,2
M,B,111820,31
L,S,111821,9545,9
C,111166
L,S,111823,9558,1
L,S,111824,9551,41
L,S,111825,9538,48
L,S,111826,9547,1
L,B,111827,9548,27
L,B,111828,9553,44
L,S,111829,9543,40
L,B,111830,9545,19
L,S,111831,9543,1
C,109339
L,S,111833,9547,46
L,S,111834,9548,9
L,S,111835,9545,34
L,S,111836,9545,6
L,B,111837,9553,3
L,S,111838,9536,46
L,B,111839,9549,18
L,B,111840,9544,50
L,S,111841,9540,39
M,B,111842,57
L,B,111843,9546,23
L,B,111844,9541,27
L,B,111845,9541,19
L,S,111846,9552,50
L,S,111847,9550,31
M,S,111848,22
L,S,111849,9540,43
L,S,111850,9555,28
L,S,111851,9548,17
L,S,111852,9537,32
L,S,111853,9540,14
L,S,111854,9551,20
C,110305
L,B,111856,9541,50
L,B,111857,9532,12
M,S,111858,34
M,S,111859,23
L,S,111860,9541,16
L,B,111861,9543,17
L,B,111862,9543,22
L,S,111863,9547,41
L,S,111864,9535,15
L,B,111865,9532,38
L,S,111866,9536,38
L,S,111867,9551,40
C,110279
L,S,111869,9547,18
L,S,111870,9525,3
L,B,111871,9542,2
L,B,111872,9545,48
C,106811
L,B,111874,9526,17
C,110757
L,S,111876,9543,49
L,B,111877,9536,40
L,S,111878,9539,44
L,B,111879,9541,31
L,B,111880,9527,27
L,B,111881,9546,38
L,S,111882,9541,22
L,S,111883,9541,30
L,S,111884,9533,39
L,B,111885,9543,3
L,S,111886,9548,16
L,S,111887,9541,26
L,B,111888,9542,42
L,S,111889,9530,46
L,S,111890,9538,7
C,110366
L,S,111892,9543,47
L,S,111893,9539,39
C,109657
L,B,111895,9544,45
L,B,111896,9535,17
C,109791
L,S,111898,9541,18
L,S,111899,9541,36
L,B,111900,9546,50
C,108273
L,S,111902,9549,24
C,110240
L,B,111904,9537,8
L,S,111905,9530,50
L,S,111906,9541,5
C,108689
L,B,111908,9539,40
C,107551
L,B,111910,9529,21
L,S,111911,9538,45
C,107779
L,S,111913,9559,2
C,109161
L,B,111915,9537,18
L,S,111916,9541,14
L,B,111917,9543,22
L,S,111918,9548,39
C,109574
L,S,111920,9541,24
C,108862
M,B,111922,53
L,S,111923,9542,42
L,S,111924,9545,16
C,109018
L,B,111926,9546,25
L,B,111927,9543,28
L,B,111928,9553,31
L,B,111929,9539,19
L,S,111930,9538,7
L,S,111931,9537,38
L,S,111932,9539,49
L,B,111933,9552,20
L,S,111934,9543,46
L,B,111935,9547,46
L,B,111936,9555,48
L,B,111937,9547,12
L,S,111938,9548,40
L,S,111939,9550,9
L,B,111940,9543,2
L,S,111941,9539,7
L,B,111942,9543,19
L,B,111943,9536,2
L,S,111944,9543,12
L,B,111945,9536,38
L,S,111946,9532,39
L,B,111947,9525,12
C,107086
L,B,111949,9533,45
L,S,111950,9539,46
L,S,111951,9550,12
L,S,111952,9534,38
C,111002
L,B,111954,9531,6
L,B,111955,9544,29
L,B,111956,9538,7
L,S,111957,9536,3
L,S,111958,9526,38
L,B,111959,9534,44
C,111359
L,S,111961,9547,19
L,S,111962,9544,36
C,107180
C,109922
L,B,111965,9534,21
L,S,111966,9535,3
L,S,111967,9537,2
M,S,111968,31
L,S,111969,9530,41
L,B,111970,9531,17
L,B,111971,9540,7
C,110819
L,S,111973,9543,18
L,B,111974,9547,50
L,B,111975,9558,40
C,107056
C,108917
L,B,111978,9541,21
L,B,111979,9537,48
L,S,111980,9540,22
C,111795
M,S,111982,4
L,S,111983,9533,45
L,S,111984,9539,28
C,108855
C,110048
L,S,111987,9535,41
C,107983
L,S,111989,9535,13
L,S,111990,9536,5
L,S,111991,9542,36
M,S,111992,14
C,110599
M,B,111994,8
C,108002
L,B,111996,9540,3
L,S,111997,9537,46
L,S,111998,9532,12
C,110668
L,S,112000,9531,4
C,110374
L,B,112002,9537,34
L,S,112003,9532,35
C,109600
M,B,112005,3
L,S,112006,9534,50
M,B,112007,27
L,B,112008,9538,31
L,B,112009,9535,35
L,B,112010,9542,39
L,B,112011,9536,3
L,B,112012,9535,9
L,S,112013,9547,25
L,S,112014,9529,12
L,B,112015,9539,4
L,B,112016,9531,9
L,B,112017,9541,44
L,B,112018,9538,5
L,S,112019,9528,48
L,B,112020,9536,29
L,S,112021,9533,28
L,B,112022,9535,42
M,S,112023,32
L,S,112024,9543,12
L,B,112025,9536,49
L,B,112026,9532,45
M,S,112027,17
L,S,112028,9531,39
L,S,112029,9526,8
L,S,112030,9536,18
C,111283
L,S,112032,9540,39
C,110562
L,B,112034,9528,46
L,B,112035,9534,9
L,B,112036,9527,9
M,B,112037,31
L,S,112038,9531,26
L,B,112039,9523,34
M,B,112040,9
L,B,112041,9539,37
M,S,112042,29
C,107564
L,S,112044,9536,6
C,108699
L,B,112046,9515,2
M,B,112047,1
L,B,112048,9531,18
L,B,112049,9527,7
M,B,112050,27
L,S,112051,9536,29
L,S,112052,9537,30
L,S,112053,9542,23
L,B,112054,9533,17
M,B,112055,48
L,B,112056,9539,30
L,S,112057,9531,34
L,B,112058,9532,17
C,111296
L,B,112060,9529,27
L,B,112061,9532,1
M,S,112062,48
C,110815
L,S,112064,9525,13
L,S,112065,9531,48
L,S,112066,9542,36
L,S,112067,9528,30
L,S,112068,9530,38
C,109593
C,111138
M,S,112071,22
L,B,112072,9534,31
M,S,112073,30
L,S,112074,9534,10
L,B,112075,9534,9
L,B,112076,9534,39
C,110357
L,B,112078,9539,14
C,107645
C,109576
L,S,112081,9530,49
L,B,112082,9531,24
L,B,112083,9533,8
L,S,112084,9537,22
L,S,112085,9538,35
C,109141
L,B,112087,9513,28
C,109037
L,S,112089,9532,5
L,S,112090,9525,46
L,S,112091,9533,47
C,107843
L,B,112093,9530,16
L,S,112094,9532,2
L,S,112095,9532,47
L,B,112096,9533,16
M,S,112097,52
L,S,112098,9522,37
L,S,112099,9543,1
C,111082
L,S,112101,9532,25
C,108146
L,S,112103,9537,1
L,B,112104,9540,47
L,B,112105,9531,7
L,B,112106,9523,35
L,S,112107,9531,43
L,S,112108,9531,2
L,B,112109,9524,35
C,110812
L,S,112111,9523,19
L,S,112112,9529,8
L,S,112113,9529,25
L,S,112114,9535,13
L,B,112115,9522,32
L,B,112116,9530,30
C,111362
L,B,112118,9536,29
L,B,112119,9533,26
L,S,112120,9537,5
L,B,112121,9532,25
L,S,112122,9534,5
L,B,112123,9523,32
L,B,112124,9526,9
L,B,112125,9537,19
C,110353
L,B,112127,9519,10
L,B,112128,9531,4
C,111845
C,108140
L,S,112131,9513,35
L,S,112132,9530,9
L,S,112133,9530,15
M,B,112134,59
L,S,112135,9521,9
L,B,112136,9524,36
L,S,112137,9529,12
M,S,112138,56
L,B,112139,9528,14
L,S,112140,9510,30
L,B,112141,9530,5
L,S,112142,9531,7
L,S,112143,9525,41
L,B,112144,9517,39
L,B,112145,9533,47
L,S,112146,9539,41
L,S,112147,9523,47
L,B,112148,9530,35
L,S,112149,9529,32
L,B,112150,9533,46
L,S,112151,9549,46
L,B,112152,9541,25
L,B,112153,9512,19
L,B,112154,9532,11
C,108064
C,108876
L,S,112157,9526,26
L,B,112158,9523,22
L,B,112159,9535,41
L,B,112160,9527,37
L,S,112161,9523,10
L,B,112162,9534,49
C,111785
L,S,112164,9529,32
L,B,112165,9521,27
L,B,112166,9541,29
L,B,112167,9528,44
L,B,112168,9532,44
L,B,112169,9533,7
L,B,112170,9525,13
L,S,112171,9526,39
L,B,112172,9541,10
L,S,112173,9535,9
L,S,112174,9533,22
C,108121
L,B,112176,9535,37
L,B,112177,9528,42
L,S,112178,9531,10
L,S,112179,9523,31
L,B,112180,9526,1
L,S,112181,9542,26
L,B,112182,9538,47
L,B,112183,9536,17
C,110119
L,B,112185,9534,26
L,S,112186,9528,38
L,S,112187,9537,7
L,S,112188,9532,21
L,S,112189,9528,7
L,B,112190,9520,11
L,S,112191,9530,20
L,S,112192,9538,37
L,B,112193,9523,16
C,110908
L,S,112195,9522,34
L,S,112196,9527,42
L,B,112197,9518,33
M,S,112198,9
L,S,112199,9525,20
L,S,112200,9540,9
C,109282
L,S,112202,9522,42
M,S,112203,7
L,S,112204,9525,3
M,S,112205,37
L,B,112206,9535,8
L,B,112207,9539,48
L,S,112208,9533,42
L,S,112209,9531,41
L,S,112210,9531,5
L,S,112211,9534,48
L,B,112212,9535,28
L,S,112213,9525,37
L,S,112214,9536,14
L,S,112215,9541,47
L,S,112216,9536,24
L,B,112217,9533,8
L,S,112218,9532,45
L,S,112219,9526,25
C,108562
L,B,112221,9520,9
M,B,112222,10
L,B,112223,9531,4
L,S,112224,9521,34
L,S,112225,9518,3
L,B,112226,9524,32
L,S,112227,9526,4
L,B,112228,9539,40
L,S,112229,9532,30
C,111307
M,S,112231,35
L,S,112232,9526,37
L,S,112233,9519,27
C,110936
L,S,112235,9533,11
L,B,112236,9529,37
L,B,112237,9536,30
L,B,112238,9527,15
M,S,112239,52
L,S,112240,9526,25
L,B,112241,9540,16
L,B,112242,9523,28
L,S,112243,9516,40
L,B,112244,9519,2
L,S,112245,9517,10
L,B,112246,9525,48
L,S,112247,9523,30
L,S,112248,9535,37
L,S,112249,9528,36
L,B,112250,9509,22
C,109733
L,B,112252,9525,24
L,S,112253,9535,49
L,S,112254,9524,50
L,B,112255,9515,16
L,B,112256,9517,50
L,S,112257,9509,34
L,S,112258,9505,20
L,B,112259,9528,50
M,B,112260,50
L,S,112261,9518,38
L,S,112262,9530,39
L,B,112263,9534,13
L,B,112264,9530,3
L,B,112265,9512,38
L,B,112266,9532,44
L,B,112267,9526,20
L,B,112268,9533,23
L,B,112269,9535,33
L,B,112270,9518,44
L,S,112271,9527,24
L,S,112272,9534,17
C,110991
L,B,112274,9524,40
L,S,112275,9525,11
C,111067
C,112136
L,S,112278,9528,12
L,B,112279,9523,38
L,B,112280,9537,17
L,S,112281,9539,2
L,S,112282,9522,19
M,B,112283,51
L,S,112284,9523,43
C,109476
L,B,112286,9546,49
L,S,112287,9527,46
L,S,112288,9535,41
L,S,112289,9523,24
L,S,112290,9526,2
L,B,112291,9529,30
L,B,112292,9528,12
M,S,112293,39
L,B,112294,9533,13
L,S,112295,9540,29
L,S,112296,9541,20
L,S,112297,9535,27
L,S,112298,9534,40
L,S,112299,9531,18
L,S,112300,9527,8
L,B,112301,9535,32
L,S,112302,9521,21
M,B,112303,51
L,S,112304,9516,28
C,109156
L,B,112306,9524,24
L,B,112307,9531,45
L,B,112308,9522,15
L,B,112309,9526,2
L,B,112310,9539,45
L,B,112311,9528,1
L,S,112312,9518,10
L,S,112313,9540,46
L,B,112314,9530,7
L,B,112315,9523,47
L,S,112316,9535,7
L,S,112317,9525,15
L,B,112318,9528,44
L,S,112319,9517,8
L,S,112320,9532,26
C,109268
L,B,112322,9522,32
L,S,112323,9529,17
L,B,112324,9535,27
L,B,112325,9526,33
L,B,112326,9529,25
L,S,112327,9524,29
L,B,112328,9510,23
L,S,112329,9514,30
L,B,112330,9524,7
C,107801
L,B,112332,9536,40
M,B,112333,20
L,S,112334,9519,11
L,S,112335,9533,16
L,B,112336,9514,24
L,S,112337,9524,3
L,S,112338,9524,3
L,B,112339,9530,39
L,B,112340,9529,33
L,S,112341,9530,49
L,B,112342,9527,29
L,B,112343,9520,30
L,S,112344,9528,1
M,S,112345,41
L,B,112346,9528,30
L,B,112347,9530,2
C,107851
M,S,112349,30
L,B,112350,9522,41
L,B,112351,9524,37
L,B,112352,9515,26
L,S,112353,9524,49
C,110928
C,110923
C,108448
C,107518
L,S,112358,9520,10
L,B,112359,9520,48
L,B,112360,9542,20
L,B,112361,9528,23
L,S,112362,9523,30
L,S,112363,9527,32
L,S,112364,9509,17
L,B,112365,9522,36
L,S,112366,9524,5
L,B,112367,9530,14
M,B,112368,2
L,S,112369,9532,32
L,B,112370,9517,9
L,B,112371,9519,37
L,B,112372,9523,35
C,111146
M,S,112374,59
C,112310
L,S,112376,9528,46
L,S,112377,9525,5
L,S,112378,9531,38
C,109120
L,B,112380,9530,28
L,S,112381,9531,42
L,S,112382,9536,43
L,S,112383,9526,14
L,S,112384,9520,38
L,S,112385,9514,44
L,B,112386,9527,1
L,B,112387,9532,17
L,S,112388,9522,49
L,S,112389,9531,28
L,S,112390,9530,3
M,B,112391,23
C,108449
L,B,112393,9510,42
M,B,112394,17
L,B,112395,9530,41
L,B,112396,9521,24
L,B,112397,9540,48
M,B,112398,30
L,B,112399,9525,2
C,112284
L,S,112401,9537,7
M,B,112402,11
L,B,112403,9529,13
M,S,112404,2
L,B,112405,9533,37
L,S,112406,9507,25
L,S,112407,9533,49
M,B,112408,18
L,S,112409,9537,7
M,S,112410,40
L,S,112411,9525,15
C,108205
L,B,112413,9530,7
L,B,112414,9540,30
L,S,112415,9535,34
M,B,112416,17
L,B,112417,9530,37
L,B,112418,9528,45
L,B,112419,9526,16
L,S,112420,9533,31
L,B,112421,9527,17
M,B,112422,8
C,107338
L,S,112424,9518,30
L,S,112425,9533,50
L,S,112426,9527,31
L,B,112427,9518,28
L,S,112428,9535,16
L,B,112429,9521,45
L,B,112430,9527,17
L,B,112431,9528,14
L,B,112432,9529,46
L,B,112433,9522,37
L,B,112434,9511,16
L,S,112435,9529,23
L,S,112436,9527,24
L,S,112437,9520,14
L,S,112438,9526,8
L,B,112439,9524,43
L,B,112440,9518,30
L,S,112441,9520,8
L,S,112442,9523,13
L,S,112443,9523,15
C,107442
C,110918
L,S,112446,9521,36
L,S,112447,9535,50
L,S,112448,9525,25
L,B,112449,9530,5
L,S,112450,9526,39
L,S,112451,9526,41
L,B,112452,9535,46
L,B,112453,9532,19
L,S,112454,9535,24
L,B,112455,9524,38
L,B,112456,9535,30
C,110030
L,B,112458,9527,33
L,S,112459,9520,47
M,B,112460,57
L,B,112461,9528,9
L,B,112462,9523,41
L,S,112463,9523,27
L,S,112464,9519,24
L,S,112465,9528,28
C,109520
L,B,112467,9529,33
L,S,112468,9528,12
C,110395
L,B,112470,9514,23
L,S,112471,9541,46
C,109723
M,S,112473,36
L,S,112474,9529,13
L,S,112475,9531,8
L,B,112476,9534,4
L,B,112477,9516,44
M,S,112478,5
L,S,112479,9528,31
L,S,112480,9530,24
C,110862
L,S,112482,9522,20
L,B,112483,9521,29
L,S,112484,9522,47
L,S,112485,9534,16
L,B,112486,9531,3
L,B,112487,9529,19
L,S,112488,9523,37
C,109544
M,B,112490,37
L,B,112491,9528,33
L,B,112492,9507,33
C,109463
L,S,112494,9532,5
L,B,112495,9522,18
L,B,112496,9521,37
M,B,112497,31
L,B,112498,9518,1
L,S,112499,9518,32
C,112143
L,B,112501,9524,17
L,B,112502,9526,7
L,S,112503,9536,30
C,109524
L,S,112505,9530,30
L,S,112506,9519,28
L,B,112507,9524,3
L,B,112508,9523,48
L,S,112509,9518,33
L,B,112510,9519,26
L,B,112511,9524,3
L,B,112512,9531,27
L,B,112513,9521,45
L,B,112514,9526,9
L,S,112515,9532,6
C,109461
C,111502
L,B,112518,9538,41
M,S,112519,10
M,S,112520,34
L,S,112521,9518,27
L,S,112522,9520,24
L,S,112523,9523,26
L,S,112524,9518,24
L,S,112525,9523,37
C,110938
L,S,112527,9512,30
C,112352
L,B,112529,9538,24
L,S,112530,9528,14
L,S,112531,9526,35
M,B,112532,1
L,S,112533,9528,44
L,S,112534,9534,20
L,B,112535,9531,11
L,S,112536,9527,5
M,B,112537,3
L,S,112538,9518,13
L,S,112539,9526,47
L,B,112540,9525,11
M,B,112541,37
L,S,112542,9525,50
L,S,112543,9528,4
L,B,112544,9539,39
M,S,112545,60
C,107800
L,S,112547,9533,19
L,S,112548,9533,35
C,109989
C,111691
L,S,112551,9536,42
L,B,112552,9520,21
L,B,112553,9528,45
L,S,112554,9529,10
L,S,112555,9527,45
L,B,112556,9519,27
L,B,112557,9521,23
L,S,112558,9541,44
C,109566
L,S,112560,9525,37
C,111326
M,S,112562,9
L,B,112563,9528,32
L,S,112564,9533,27
L,B,112565,9515,40
L,S,112566,9542,22
L,B,112567,9511,30
L,B,112568,9532,40
L,B,112569,9526,8
L,S,112570,9525,42
L,B,112571,9507,18
C,107928
L,S,112573,9532,49
L,S,112574,9530,15
L,S,112575,9538,43
L,B,112576,9530,41
L,S,112577,9542,41
C,110443
L,S,112579,9537,40
L,B,112580,9531,19
M,B,112581,57
C,109165
M,S,112583,59
L,S,112584,9539,41
L,S,112585,9544,12
L,S,112586,9533,3
M,S,112587,34
L,B,112588,9537,1
L,S,112589,9525,12
L,B,112590,9532,40
L,S,112591,9527,12
L,B,112592,9531,7
L,S,112593,9538,44
L,S,112594,9548,1
M,B,112595,43
L,B,112596,9545,42
L,S,112597,9538,31
L,B,112598,9537,41
M,B,112599,60
C,111032
L,B,112601,9537,10
L,B,112602,9529,49
L,S,112603,9533,11
L,S,112604,9535,1
L,S,112605,9529,23
C,109799
C,107607
L,B,112608,9537,7
L,B,112609,9532,33
L,S,112610,9514,26
L,B,112611,9530,49
L,B,112612,9527,25
L,S,112613,9530,1
L,B,112614,9530,26
L,B,112615,9537,26
L,B,112616,9531,47
C,107755
L,B,112618,9525,23
L,S,112619,9530,3
L,B,112620,9527,38
C,112082
L,S,112622,9530,40
L,B,112623,9538,40
L,S,112624,9531,41
L,S,112625,9540,32
L,B,112626,9535,47
M,B,112627,32
L,S,112628,9523,15
L,S,112629,9530,11
L,B,112630,9535,7
L,S,112631,9545,22
L,B,112632,9523,39
L,S,112633,9525,36
C,110480
L,S,112635,9525,6
L,B,112636,9527,22
L,S,112637,9527,37
L,S,112638,9534,45
C,109202
L,B,112640,9534,6
L,B,112641,9543,20
L,B,112642,9535,6
L,S,112643,9520,9
L,B,112644,9527,11
L,S,112645,9526,26
L,S,112646,9535,4
L,S,112647,9543,36
L,B,112648,9539,34
C,108987
L,B,112650,9546,39
M,B,112651,5
L,B,112652,9549,10
L,B,112653,9536,21
M,B,112654,43
L,S,112655,9542,39
C,107760
L,S,112657,9554,23
L,B,112658,9526,5
L,B,112659,9542,19
L,S,112660,9540,2
L,B,112661,9530,42
L,B,112662,9535,4
L,B,112663,9548,34
L,S,112664,9539,42
M,S,112665,13
L,S,112666,9542,7
L,S,112667,9537,24
C,110803
L,S,112669,9530,41
M,B,112670,15
L,S,112671,9534,24
L,B,112672,9537,38
L,S,112673,9537,38
L,B,112674,9538,37
C,112211
L,B,112676,9535,5
M,B,112677,17
L,B,112678,9540,12
L,S,112679,9546,46
L,B,112680,9538,5
C,109336
L,S,112682,9542,29
M,S,112683,7
C,108575
C,108174
L,B,112686,9542,3
M,B,112687,7
L,S,112688,9545,15
L,B,112689,9541,34
L,B,112690,9535,44
L,B,112691,9536,42
L,S,112692,9538,3
L,B,112693,9534,40
M,S,112694,28
L,B,112695,9546,37
L,B,112696,9539,27
L,S,112697,9545,45
C,109473
L,S,112699,9547,10
L,B,112700,9542,39
L,S,112701,9531,2
M,B,112702,17
L,S,112703,9542,21
L,B,112704,9533,17
L,S,112705,9551,20
L,B,112706,9535,15
L,B,112707,9557,17
L,B,112708,9533,18
C,108855
L,B,112710,9539,46
L,S,112711,9540,48
L,B,112712,9536,38
L,S,112713,9535,49
L,B,112714,9535,8
M,S,112715,14
L,S,112716,9541,37
L,B,112717,9554,37
L,B,112718,9547,16
L,B,112719,9549,10
L,S,112720,9538,32
L,S,112721,9538,43
M,B,112722,57
L,B,112723,9536,23
L,S,112724,9531,6
L,S,112725,9531,37
L,S,112726,9531,10
L,S,112727,9539,8
C,108133
L,B,112729,9533,37
L,S,112730,9542,48
L,S,112731,9541,48
L,S,112732,9529,6
C,108153
L,S,112734,9527,47
L,B,112735,9540,27
L,B,112736,9542,21
L,B,112737,9530,9
L,S,112738,9532,25
C,109611
L,B,112740,9558,23
L,S,112741,9532,46
L,S,112742,9523,19
L,B,112743,9543,2
L,B,112744,9544,45
M,S,112745,57
C,110092
L,B,112747,9544,44
L,B,112748,9537,44
L,S,112749,9546,34
L,B,112750,9547,33
C,109823
L,S,112752,9549,31
L,S,112753,9544,8
L,S,112754,9544,2
C,108614
L,B,112756,9545,9
L,S,112757,9536,1
L,B,112758,9551,21
L,B,112759,9549,33
M,S,112760,21
L,B,112761,9566,34
L,B,112762,9542,3
L,B,112763,9544,21
L,S,112764,9543,19
L,S,112765,9552,21
L,B,112766,9546,16
L,B,112767,9550,23
L,B,112768,9531,44
L,S,112769,9557,47
L,B,112770,9537,8
L,B,112771,9555,14
L,S,112772,9551,8
C,112035
L,B,112774,9557,21
L,S,112775,9560,44
L,B,112776,9552,21
C,112209
C,108908
L,B,112779,9543,22
M,B,112780,51
C,112218
L,B,112782,9561,8
L,B,112783,9551,13
L,S,112784,9548,15
C,110277
L,B,112786,9548,23
L,S,112787,9549,34
M,B,112788,27
L,B,112789,9557,37
C,110447
L,B,112791,9530,31
L,B,112792,9545,27
L,B,112793,9548,44
L,S,112794,9547,20
C,111062
L,B,112796,9536,42
L,S,112797,9552,5
C,111053
L,S,112799,9552,21
L,S,112800,9557,40
L,S,112801,9535,7
L,B,112802,9548,26
L,B,112803,9549,15
C,109708
M,B,112805,5
L,S,112806,9542,4
L,B,112807,9546,10
M,S,112808,23
L,B,112809,9551,16
L,B,112810,9545,36
L,B,112811,9551,43
L,S,112812,9554,35
L,S,112813,9552,45
L,B,112814,9547,29
C,110418
L,S,112816,9554,7
L,B,112817,9555,34
L,B,112818,9569,19
M,B,112819,33
L,B,112820,9555,41
L,S,112821,9546,28
L,S,112822,9547,32
L,S,112823,9539,13
C,108653
L,S,112825,9554,20
L,S,112826,9537,18
L,B,112827,9544,20
L,S,112828,9555,22
M,B,112829,23
L,S,112830,9561,13
L,B,112831,9551,24
L,B,112832,9547,23
L,S,112833,9553,22
L,S,112834,9563,44
L,B,112835,9559,46
C,110882
L,S,112837,9539,15
L,B,112838,9551,3
L,S,112839,9545,20
M,S,112840,2
C,110310
L,B,112842,9546,31
L,B,112843,9554,6
L,S,112844,9549,14
C,107937
L,B,112846,9552,25
L,S,112847,9547,21
M,S,112848,45
L,B,112849,9554,27
L,S,112850,9552,18
L,S,112851,9537,48
L,S,112852,9549,18
L,S,112853,9540,13
L,B,112854,9553,36
L,B,112855,9545,40
L,B,112856,9552,32
L,B,112857,9545,35
L,B,112858,9540,14
L,B,112859,9552,43
C,112622
M,B,112861,34
L,B,112862,9545,50
C,109393
L,S,112864,9538,41
L,S,112865,9540,32
M,S,112866,59
M,S,112867,54
L,S,112868,9548,34
L,B,112869,9544,31
L,B,112870,9551,40
L,S,112871,9536,47
L,S,112872,9531,18
L,S,112873,9549,36
L,B,112874,9545,37
L,S,112875,9563,20
L,B,112876,9550,20
L,S,112877,9553,34
L,S,112878,9535,38
L,B,112879,9556,26
M,S,112880,50
L,S,112881,9542,3
C,109605
L,S,112883,9530,16
L,S,112884,9540,5
